2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,01,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,02,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,03,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,05,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,0B,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,10,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,12,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,13,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,4B,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,18,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,19,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1A,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1B,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1C,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1D,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1E,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,1F,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,20,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,21,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,22,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,23,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,24,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,25,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,26,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2A,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2B,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2C,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2D,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2E,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,2F,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,32,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,35,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,36,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,37,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,3B,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,3C,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,3D,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,3E,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,3F,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,40,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,41,3
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,42,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,43,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,44,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,45,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,46,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,47,2
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,48,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,30,1
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,55,4
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,56,4
2017-03-15 20:25:51.087000000,User,MyPC,2017-03-15 20:25:51.087000000,User,MyPC,57,4
